x_val,future
"[ 92 145  46  42 145  56  92 145  42 145  56  17 145  42 145  56  37 145
  42 145  37 145 162  42 145  22  37 145  42 145 153  28]",[ 42 145 153  28 145  42 145 106]
"[ 80 139  21  38  90  46  76  90 162 172  90 126 145 120  17 172  51 126
 145  17 172 140 126 145  17 172 126 145  17  22 116 145]",[ 71  92  22 120 145 170  92  22]
"[169  92 169  50  47  92 172  17  99 180 169  76 126 169  97 172  22  92
  50  47 169 172  99  50 155  52 169  37  92 100  50 126]",[ 99  17  97 126  50  47  92  50]
"[135  24 169  46  44  16  16  16  50  44  16  16  16  50   2  44  91  91
  25 135 162  44 158 158  89  11  44 158 158  89  11  44]",[158  89  11 162  44 157 157  89]
"[ 46 122 172  17  38 136  56  17  38 136  56  17  38 145 169  37  38 145
  99  97 143 143  99  97 169  37  38 145 169  37  38 145]",[ 97 143 143  99  97  99  97 143]
"[ 80 172 168  22 142 169  38 145  56  42  76  99 172  99  44  97  89  97
  89  22 172 169  99  18  97  22  37  97  56  92  76  99]",[ 97  17  97 172  89  76  99  18]
"[171  37  56 123  89  21  56 171 171  42  56 171 170 171  99   2 180  92
 142   2  22  22 126   2  22 169  22  42   2 160  99 139]",[ 76  76 126   2  76 171  76  67]
"[176 102 168 139 122  38   2  42 176  56  92   2 162  11   2  22  42 176
   2 171  11   2 169  92 139 177 168  67 177  82 110 135]",[ 82  67 135 160 168 139 142  21]
"[124 171 170 162 171 170  22  89 170  42 171 170  42  56 153  42  52  22
  52  42  52  42  52  22  52  42  56 124  28  52 126 162]",[126 171 160 126  11 126  11 160]
"[171 129 119 172  99  76  99 111 111 162  11 111 111  76  99 162  11 111
 111  76  99 114 114 169  37 114 114 171 160  65  65  99]",[ 76 148  21  53  34  81 101  56]
"[156  51 145 156  51 129  51 145 129  51  91  51 140  51  40  51  40  51
   5  51   5  51   5  51   5  51   5  51   5  51   5  51]",[51  5 51  5 51  5 51 74]
"[ 89  11 160  11  90  89  11 162 160  11 162  89  11 162 160  11 162  15
  11 162 160  11 162  47  11 162 160  11  76  97  99  17]",[97 50 92 46 50 76 97 99]
"[144 181 160 124  10 127 123  18  15  13  15  18 117  18  29 165 127 155
  18  93  18  93 117 172 165 136 136 136  17 172 165 136]",[136  17 162 165 146 146 148  11]
"[152 165 165 165  29 152 165 165 165 152 165 165 165  10 152 165 165 165
  29 165 165 165 165 165 165  10 165 165  19 152 165 165]",[165 152 165  19 165 165  10 152]
"[ 99 165  42  92 100  99 160 165  92  28 160  89  37  15 123  89 178  97
  34  56  43  76  76  98  21  83 169  22  56  22 169 170]",[145 122 178 142 139  80 168 102]
"[160  52 123  28  92  42  92  28  92  28  92  42  92  28 127  52 123  11
 160 170  11 160  22  28  42  11 171  89  42  11  52 131]",[92 42 92 28 92 28 92 42]
"[ 76 172 126  89 172  76 172 126  89 172  76 172 126 113 172  46  22  50
 113  22  76 172 170  97 172  76 169 145  97 169  76  89]",[170 172  21  17  76 170  76  38]
"[100 113 123 100 113 100 113 123 171  76 171  76   2  56  76  22 171 169
 170 126  42  99  92 160  37 160  92  99  42 126 170 169]",[22 76 56  2 38 26 26 37]
"[138 150  44 150 150  54 125 125 150 127 150 150 127 123  97   4 113   4
   4 123  34  66  97  66  66 105  61  61 177  97  43 126]",[126 180  84  84 177 117 135 171]
"[ 56 162 172 171 172  17  42 123 162  11 145  15 145  15  56  42 172  17
 172  17 122  52   2 126 122  52   2 126  38 145 145  15]",[ 15  46  50 162  11 162  11  56]
"[ 11 171 160  11 126  48 180  28  92  28 180  28 180 152  28  48  92 181
  28  48 180 152  50  48  47  89  92  89  47 170  92  50]",[ 39  50 170 162 103  11  50 170]
"[ 29  10  29  10  68 112  38  15  82  38  82 164 136  38  15  82  38  82
 164 136  38  15  82  38  82 164 136 146  96 146  96  49]",[ 46  15 102  46 102  59 129  46]
"[ 46  56 162 172 169  52 145 169  52 122  21 122  80 142 122  67 102  80
 142 122  38 122  38  46  76 162 172 169  52 172 169  79]",[169 162  22 162  46  56  46 142]
"[ 59  80 144  35  80  35 144  73  35  80 144  35 144  80  35 144  73 144
  35 122 120  59 122  59 144  35  59 122 144  59 144 122]",[144  35 144  59  46 144 122  46]
"[ 37  99 145 169  76  38 143  51 143 143  55  90  90  55  90  24 159   3
 120   3  40  58  37  99 145 169  76  38 143  51 143 143]",[ 90  90  55  90  24 159   3 120]
"[171 139 162  35  42 164 145  35  42 164 145  82 172  80  56  82 172  80
  56  59 145  52 102 171 172 139  22 162  38  22 162  82]",[162  80  56 141  73  38   9  50]
"[169 142 142 169  87 142 142 169 142 142 169 156 142 142 169  55 142 142
  38  61 142 142 142  67  99  67  67 145 164 164 164 172]",[ 73  40  73 169  40 154 154 154]
"[122  52 172  59  56  21 170 171  56  21  59 170 171 164  56  21 104 170
 171 164  76  21 170 171  97  46  21 170 169  46  21  59]",[169  67  46  21 102 170 169  80]
"[  7 136 133  51  66  97  61  97  99  97  42 123  99  97  42 123  99  97
  50  47 145  15 170  89 145  15 170  89 145  15  52  28]",[ 37 171 160 169  37  22  92 171]
"[  2 126  46  50  56  42  22  92 169  37 145  15  42 123 145  15 170  89
  50  47 170  89  50  47  92 113  50  47 170  44 169 100]",[165  22 113  76  97  46  47   2]
"[148  68  68  72 145  50  72  11 144  17 172 136  17  10  90   5 159 161
  10  71 116  71 159  10 116  10  90  10 159  62 103  71]",[116 157  71 107 159 103  62 116]
"[ 38  11  46 156  97  37  99  37 145 143  97  37  99  37 145 108 124  37
  11  37 145  74 124  28  11  28 126 170 160 162 170  46]",[ 21  11 102 160  59  89 104  47]
"[ 46 139  50 142 139 102 171 102 124  80 139  11  80 139  99 122  30 157
  56  21 157  56  21 157  21 131 157  21 131 157  21  72]",[ 72 112  72 112  38 171 144  49]
"[ 52 171  22 162  56   2  38 122 139 168  70 181  48 181 155 127 181  70
  18 155  70 127  70  93  18  70 155 162  70 124 113 124]",[ 47 123 124  15  47 123  37  28]
"[ 62  62 173 173 177 177  62  62  62  62  62  62 161 173 131 159  62 103
 103 146  42  62 126 145  52 172  62  62  62  62  62  62]",[103 177 159 103  62  62 173 173]
"[ 22  98   2  97  43  76 180  43 171  97  43  22 180  76  43   2 123  98
  56 180  76  98  22 123  98  76 180  56  98   2  97  21]",[ 43  56  76 180  56  76  43  22]
"[151  33 151  33  48 138  26 116  39 138  51   4 116 138   8 166 149  33
  33 166 116  51 166  39   8 138 159  39 138 116  51  51]",[ 25  25 170  25  30  39 138  26]
"[ 17 175  99 169  50  11 175  50  52  50  17 152  50 145  42  17 152  42
  52  50  99 155  50 169 145  99  47 145 172  52  99  47]",[172  52  99  47  52 172  52  99]
"[ 92  22  89 170 123  42 113  67  58  82 168 142  56  83 102 103  67 139
   2  76 177   2  39  38  56  22 145 178  46  90   2 162]",[126  27 176  71 176  71 176  71]
"[ 46  76  22 171  89 169 170 126  92  50  99  92  99  50 126  37  50 126
 145  92 126 145 170 145 170  52  47 170  52 169  92  52]",[171 169 171 169 180  22 171 169]
"[ 69 170  69  92  21  69  17  21  69  92  21  69  37 142  69  17 142  92
  69  99 142  50  69  92  21  69  99  21  92  69  17  21]",[179  89  21 179  89  21 179  89]
"[ 46  52  50  47  52  76 172  50  28 172  76 169  50  37 169  22  17 169
  50  92 169 172  99 170  99 170 169  97 145  92 145  25]",[ 17  37  89 151 180  19  47  97]
"[180   2  56  98  76  22 123   2  98  21 180 142  98 103  97  43 180  43
  51  97  43 180 103  43 103 123  98  58  15  98  58 123]",[58 15 98 58 47 69  8 89]
"[ 10  17  11  10  42  52 136 145  42 136  11  17  70  17  70  11  17  96
 160  17  96 160  17 112  11  42 112  50  52  96 145  50]",[ 42  11 173  42 173  99  42  10]
"[119  97  80 168 102  67  82  59 104  44 151 164 110 151  59 113 164 147
 104  73 137 104 147  59  82  18 154  83 137  95 137  83]",[ 67  89  99  92  59 110  17 164]
"[139 170 142 169  97  37 145  37  38  99 169 142 124  37 170  37  21  50
 171 139 124 160 170 160  21  50 172  80  97  17 170  17]",[ 99  38  22  97  99  82 169  99]
"[173 159 173 161 150 116 131 159 131 159  38  56 169 159   2  56 157  71
  42 171  71 114  31 171  71 162  50  22 171  43 126  57]",[126 180 178 126 180  57 126 180]
"[158 158  29  29  53  53  88  88 109 109  12  12   1   1  68  68   3   3
  30  30  64  64  64  64  64  64  64  64  64  64  64  64]",[157 131 131  30  30 129 129 158]
"[ 71 102   8 120 102 116 169  22  56  38 116 142 168 116  82 154  71 164
  82 168 142  38  56  22 120 169 162  21 142 120 102 104]",[102 154   8  59 102 142  46 162]
"[171  76 172 162  76  46  76 172  46 162  38  76  21  46 142  38  80  21
 142  38  21  46  38  76  46 162  76 172 162 169 172 170]",[ 76 162  99 172 169 170  17 145]
"[ 88 122  38  36 122 142  53 102  80  36 142 122  53  38  46 144  38 131
  46  38 106  46  56  88 162 172  36 162 143 172 162  36]",[122  53  38  46 144  38 131  46]
"[129 170  59  80 139 145 129  80 102  80 102  67  80 120 170 172 170 139
 120 145  52 171  52 171 172 171 172 162 172 162  76 162]",[ 46  38 145  52 171 172  52 162]
"[ 82  82  88 123  56  56 125 123  56  56 125  47 162 162 125  47  22  22
 125  50 168 168 176 126  67  67  86 180 168 168  86  89]",[ 22  87  89  22  22  16 128  21]
"[ 50  47  52  28 162  11 172  17  52  28  50  47  49  36  49  53 145  36
 169  56 162  53 169 145   5 144  88  46 144 122 102  80]",[122  46  56 136 172 122  38  29]
"[116 134 116  83 116  98 136 116  98 116 136 136 116 143  34 143  34  20
 120  20 120  20 120  20 120  20 120  20 120  20 120 125]",[120  75 120 125 125 120  68 125]
"[ 42  88   1  42  64  88  42  88  94  99 124  11 132 146  14  11   1 146
  94  11 141 146  64  11 124  11   1  94  11 141  64  11]",[149  88  11 141  18  64  11 163]
"[ 37  47  79  37  47  79  37  47 100  47   0  17  47  37  47  41  28  47
  79 100  47  37  47  37  47 100 165  92 113  17 165  37]",[ 17 165  92 113  37 100  92 113]
"[  2  46  75   2  46  75   2  46 139 142  21 142  21   2  21   2  46  76
  46   2  46   2  21 142 169 172 162  76 172  46 162   2]",[ 46   2  21 142 169 172 162  76]
"[131  56  28  88  88  21 160 122  17 173 173 139 132  72  72  80  29  10
  10 102 157  80 131 173 173 139 148 112 112 139 148 112]",[112 112 112  10  29 145 145  38]
"[ 17 169  37 145  15  99  97 169  37  38 145  38 145  76  99 169 170 145
  99  37  99 145 169 143 100  85 165 124  61  97  79 100]",[ 97  86 100  85 165 124 121  97]
"[ 21  76  52  21  67 170  21  76 126  21  21  50  92  46  22  46 122  78
   2  22   2  21  17  89   2  76   2  21  99   2 172   2]",[ 16 138  16  30  39  30  39 138]
"[ 17   2  42  38  17   2  42  38  17  76  42  56  17  76  42  56  17 171
  42 172 165  67  42  82  17 139  42  80  17 139  42  80]",[ 2 42 38 17  2 42 38 17]
"[ 89  91 180 113  89  89  16  47 113  89  89 174 180 113  89  89  87  15
 113  89  89  89  89  89  89  89  89 174 180 113  89  16]",[174 180  44  89  89 174 180  44]
"[180  89 174  44 180  89 174  44 180  89  39 170  44  47 159  97 170  39
 113  47  89  86 180  37  87  47  89  22 113  47  92  78]",[ 92  92  92  92  92  69 113  89]
"[152 124 181  11 181 124 180  28 180 124 180 124 180  28 127  57 180  18
 124  93  11 100 124  47  89  47 124  92  93 123  15  28]",[123  11 181 124 180  28 180 124]
"[  7 144  88 144  88 102 144  80  59  88  80 139 144 102  80  88 122  46
 144  38  88  46  38 144  46 122  88  38  46 143  56 162]",[172 162  36  56  46  53  38 172]
"[ 99 126 154 154  37  11  50 154 154  37  99 126 154 154  37  11  50  37
  99 126 142 139  37  11 142  50 142  37  99 142 126 142]",[ 11  50  37  99 126 137   9  37]
"[ 58 177  51 120  33   8 120  79  33   8  58 177  51 120  33   8  46  79
   2  21 142 177  51 120  33   8 120  79  33   8  58 177]",[120  33   8  79  79 169 169 169]
"[160 176  11 126  33 180 160  11 126  68 126  36 126  68 126  84  34 180
  37 136  92 126  12 180  37  92 126 180  37  92 126  42]",[ 11 126  12 180 160  78  11 126]
"[126  52 162  52 126  52 126  52  56 169 126  56  18 171  11 162 171  11
 171 145  11 145  42 160 126  93 180  28  11  28 180  28]",[ 28  11 126  28 180 171 123  93]
"[ 89  89  89  89  89  87 113  44  89  87  44 113  89 174  44 165  89  87
  44 113  89 179  97  44  89  69 113  89  89  89  89  89]",[47 44 89 16 44 47 89 25]
"[ 97 143  97 143  97 169  22  37 172  76  47  22  98  47  98 123  46  52
  47 123 172  15  47  88  47  88  47  46  22  92  56  38]",[ 46  69  89  69  89 172  21  89]
"[100 108  18 108  18  93 108 100 165   7 124 123 173 165 117 165  93  44
  93   5 155   5 155  18   5  93 100  70 165 124 108 100]",[100  18  57  18   7 127   7 127]
"[145 116  42 160  39  93  28  92  39 145 116  92  28  90 124  28  11 126
  11  28  90  52 107 162  90  12  90  52 120 162  68  21]",[125 120 162  33  22  22  33 107]
"[104  67 133 164 164  67 110 110  67  59  59  88 110 110  88  59  59  16
  16 110 110  16  16  59  59  25 151  67  67 143 133  67]",[22 84 56 56 22 84 76 76]
"[ 49 143  53  49 116 143  49  53 116 116 136  25 120  60  87 120  25 120
  55  90  87  65  55  90  90  87 143  51  24 156  51 143]",[ 51 159  49  91 156 159 159  49]
"[ 50 170  59 104  17  99 170 104 137  37  92  50 137  95  37  92 145  95
  89  92 170  89  17 170 113  50 170  92  50 170 168  59]",[ 50 170  59 168  92  50 170 168]
"[ 99  76  30  76  99 111  30  76  99  56  76 143 111  99  76 143  56  76
 125  76  99  76 125  76  98  76 133  76 178  76  77 111]",[ 76 134  56  76  89 111  66  76]
"[ 37  85  37  37  37  61  79  37  37  37  37  37  65  79  61 143  37  37
  79  24  37  37  61  79  58  37  37  37  37  37  37  37]",[ 40  37  37  37  91 129  37  37]
"[153  12  68 146 157 146 157 146 157 176  27 157 146  27  27  27  27  27
  27  84  84  84  84  84  84  67 117 110  67 139 139 177]",[139   2   2 139   2  76  76 177]
"[ 90 146  90  90  11 181 162 124  11 181 162 124 160  54 171 117 160  54
 171 117  11 181 162 124  11 181 162 124 145  18  38  15]",[ 18  38  15 171 117 139 160 171]
"[144  49 144  47 144  17  47  17  49 144  60  49 144  49 144  49 144  47
 144  17  47  17  49 144  17  47  49 144  49 123 144 124]",[165  40 100  40  47 100  47  60]
"[ 95  73 151  67  67  97  95  73  61  67  67  61  95  73  61  67 104  61
  67  61  95  67 151  95 137 133  67  67 101  89  95 137]",[ 67  67 151  95 137 151  67  73]
"[135 151  44 151 151  89 151  20 135 151 113  89 147  69 147 113 147 147
  89 147  69 147  77 100  37  77  69  77 100  77  77  37]",[ 69  77 147 113  89 147  69 147]
"[159  29  49  29  49  63 165 124  63 165 124  81 123  88  47  88 144  88
 144  88  47  58 129 146  47 158  69  29  49 136 159 136]",[ 10  29 132  29  49  29 132  29]
"[138 138 138 138 138 138 138 138 138 138 104  42  82  92 168  89  21 123
  56 113  22  44 170 127  42  48 170 127  22  44  56 113]",[123 168  89  82  92   4   4   4]
"[ 79 100  86  97 121 100 121 100  65  47  58 100  58 100 180  58 100  58
 100  58 180 125 116 125 116 125 116 125 116 157   8 157]",[157 125 157 125 135  94 135  94]
"[ 22  28 170  92  52  93  80  92 168  28  21  92 122  28  21  92 122  28
  76  92  56  28  76  92  56  28 172  92  22  28 172  92]",[ 28 170  92  52  28 170  92  52]
"[170  89  46  46  50 170  89  46  76  47  50 170  89  22  22  50 170  89
  76  22  97 126 170  89 172  76 170 172  89  46   2  44]",[ 76  89 122 142 172  76  89   2]
"[160  38 171  89   2 171  42  56 172  28  42 172  93  56 171 117 162  52
 165 172 145 117 160 145 123 171  42 117  37  42  15 172]",[117  28 126 123 171 126 117  28]
"[ 14 110 117   9 110  67  67 177 110  67 139 139  67 139   2   2 177 139
   2  76  76   2  76 171  98  14 110 117   9 110  67  67]",[110  67 139 139  67 139   2   2]
"[ 22  97 171  61 169 170 123 169  30  22 169 123  22 145 113 169 170  98
 171  76 133  21 139 125 168  67  67  82  67  89 111  66]",[ 89  82  67  66  67  89 102 104]
"[ 67  76 168  22 139 171 142 169  21 170   2 126  56  42  76  99  22  92
 171 160 171 160 162  11   2 126  56  42 162  11  22  92]",[160  52  28 145  15 126 180  42]
"[ 22  56  52  46 124  50 106  52 162  50 162  56 100 145  37 162  38  18
 145  15 162  56 100 145  37  46 124  50 106  52 162  50]",[ 18 145 108 169 162 145  38  18]
"[133  51  66  97  61  97  56  42 111 111  34  34  34  34 157 157  36  36
 178  36 150  30   7 136 133  51  66  97  61  97 178  36]",[ 30   7 136 133  51  66  97  61]
"[171 132 126 158 146 126 171  78 169 126  78 171  22  76 150 150   2  98
  56  76  56   2  98  33 178 176  43 176  66  66  66  66]",[ 66 139  43  43  58  66  43  21]
"[ 99 126  99 126 171  11  50 171 139  99 126 171  67  33 160  99 171  33
  99 126 171  33  11  50 171  33  99 126 171   8  42 170]",[ 58  42 126  22 103  99 126 171]
"[123 170  42  56 180  92 171 126  76 160 171 126  76 160 171 126  76 180
 160 126  42  22  37 126  42  22  37 126  42  76 117   2]",[171 171  76 171 126 171  56 123]
"[ 18 112  15 143  76  15 162  89 108  15  37  61  99 169 162  87  21  38
 156  46  76 144 162 144 172 162  55 162  11  76  99 162]",[169  37 145  15 142 169  38 145]
"[147  35 110 113  67 149  80 113 122 149 168 113  87 149  59 113  16 147
 104 113  69 147   9 113  35 104 147  35 110 113  67 149]",[113 122 149 168 113  87 149 102]
"[ 11  28  11  28  11  50  11  28  52 130  28 130  17 130  50 130  17  28
 130  17 130  28 130  17 130  50 105  17  48  28 105 169]",[37 92 50 92 37 92 37 92]
"[161 153 119   8  39  34 161 153 119 103 103 157 125  31 103 157 125  31
 116 103 176  51  94  31  33 103 176   8  94  31 116 111]",[ 30 116 111 157  30 116 111 157]
"[ 46  76  37 162 169 162  87 162 169 162  37  76 169 135   2 169  76  37
 162 169 162  87 162 169 162  37  76 169 135 169 161 161]",[ 76  28 162  52 162 176 162  52]
"[ 66 139  43  43  58  66  43  21 178 170 178  21 178 170 178  38 145  22
   2  86  46  56  22  86 177 160 125  76  42  22 125  42]",[ 43  21 170  99   2  43 126  99]
"[152  44  23 165 152  44  23  17 165  89  44  17 165  89  44  17 165  89
  44  17 165  89  44  17 165  89  44  17 165  89  44  71]",[160 136  17  11  42 136 129 145]
"[ 89  89 174 180  44  89  89  16  47  44  89  25  97 170  39  47 113  89
  89  86 180  37  37  87  47  89  89  87  47 117  89  89]",[ 89 100  37  37  89  37  37  89]
"[151  65   1 156  51  75 120 156  51  75 120 156  51 103 140 159 147  39
  90 140  51 120 140  71 112  71 172 140 162  76  46  38]",[139  80 102  67  59  71 146  33]
"[ 39 156  90  12  39 156  90  12  50   5 145  52 169 172 162  56  46  38
 122 139 159  29 103  69 159  29 103  69 159  29  61  76]",[142  67 164 154  95 108 172 151]
"[ 94 141  10  38  56  38  80  10  80 139 136  80 144  56 168 162 102  10
  82  13  59 173 110  11 146 164  42  50  35  72 164  94]",[ 72 102  80  17 144  73 136  29]
"[ 60  28 146 146  88  60  49  29  42 145 172  56 145  49  42  12  12 136
  49 132 160 136 112 132  90 122 112 132 145  29  29  15]",[160  29  17 165  29 152 165  29]
"[105 145 100  24 105 145 100 156 105 169 100 156 105 169 100 143 105  76
 100 143 105  76 100  24 105  38 100  24 105  38 100 156]",[142 100 156 105 142 100  61  24]
"[ 37  38 145  38 145  76  99 169 170 145  99  37  99 145 169 143 100  85
 165 124  61  97  79 100  61  97  86 100  85 165 124 121]",[ 79 100 121  97 147 113 147 113]
"[ 33   8 177   8  79  58  37  79  65 121  86  86  58  85  58 121  24   2
  46 177 176  76   2  46  24 135  46  51   2  66   8 121]",[ 87 103 135  58  79  58 121  24]
