x_test,future
"[102  82 172  59 110 145 164 110  42 164  35  50 164 145  35  50 164 145
 102 171 139 162 102 171 139 162  35  42 164 145  35  42]",[145  82 172  80  56  82 172  80]
"[127  37 181 180  48 126  54 180 160  11 160 180 160 180 160  11 160 180
 171  94 160  94  11  94  50  94  11 160  94  11  94 160]",[ 11  94  50  11  23 160 162   8]
"[144  88 135 179 136  49  49  42  56  17  10  49  62 146 146 157  32  43
  94 176  62 157 136  49  96 146 148 132  29  49 136  49]",[ 88 135 179 136  49 136 172  49]
"[124  68  27  68  22 146 123 114  38  22   2 146 113 114  56 162 124  26
 123 126  68 180  98 126 180  13 112  50  68  15  68 126]",[180  68 112 145  68 123  68 126]
"[145 117 145 145 124 145  18 165  97  47  97  97 124  87 124  87 165   0
 165   0 100  79 100  79  44  79  44  79  18  61  18  61]",[155 105  76  51  76  76  76  76]
"[ 28 171 124  47  28  47  28  11 162 123 172  89 171  11  56 165 123  28
 117 124  28  56 122 113 123  22  28 171 124 180  28  97]",[ 28 171 160 162 123  22  89 171]
"[ 15  67 145 174  47 104  50 174  47 104  50  75 100 104  37  75 100 104
  37 132  97 164  99 132  97 164  99  49  44 164  89  49]",[164  89  60 124  59  11  60 124]
"[172   5  10  10  10 159   5 120 161  10 159  10  49  10  49  10  49  10
  49  10 116  10  90 159  62 103  62 157  62 157  62 157]",[157 146 157  32  43  94 176  62]
"[129  55  60 144  60  28  17 146 146  52  60 145  29 179  10  10  71 162
  10  49 172 144 144  17  49  42 144  50  47 144 155  47]",[ 17  49  42 144  11 129  28 131]
"[171 162  11 139 162 160 122  76 145  38  56  17 145  56 165  38 162 124
   2 172 123  56 171 124  11 171  15 162 145 124  92 145]",[ 56  52 124  17  52  15 162  52]
"[172   2  44  99  25  99  46 113  50  46  16  46  50  46  57 169  99 169
  84  99  76  18 162  99  76 162 134  76  46  99  76 170]",[ 99  89  17  50  92 126  99 120]
"[126 169  22  56   2 142  90  51 176 169  37 171 160 126 180  99  97 160
 117  32 117 165 113  32 124  32  97  38 123  21  42  56]",[171  89 170 123 128  44  93 100]
"[171  56 171 170  42 170  42 160  15 127 160  42 145 117  42 160  15 160
  42 160  18 117  42 145 171 117 145  42 160  42 145  50]",[117 170 171 126 117  52 171  50]
"[ 31 171  71 162  50  22 171  43 126  57 180 126 180 178 126 180  57 126
 180 126 180 177 117 180 171 135 180  22 180 113 169  14]",[ 22  22  97 180 176 180  45  86]
"[106 126 143 145  15 143  18  15 143  11  75  50 143  99 156 160 158  11
 156  17 165 156 152 165  91  17  60   1  71  51  87  60]",[ 55 156  91 174  91 174 174 159]
"[ 84  56  56 160  84  51  22 160  22  76 160  22 171  22  22 160 177  76
 160 177   2  43 160 177   2  43 160 177  86 123  30 156]",[ 30  30 123  30 180   2  14 169]
"[  2  37  92  38 113  92 142 160  92  21  50  92 160  92 113  92  46 160
  92  76  50  92  22 160  92  38 113  92 142 160  92  21]",[ 92 160  92 113  92  46 160  92]
"[ 91 144  46 130 172  52  99   2  46  50  76 126  60 144  76  40  55  53
  85  40  85  24 121  55  79  86  24  55  40  79  58 121]",[ 85  58  85  58  85  58 121  58]
"[  8  44 138 138 116  51 151 151 151  51 165 151   8 140 159 151  19  51
 151  51 113 149   5  39  77 159  41  58  69  58  97 159]",[  8  91   8  97  58 133  71 133]
"[129 112  56  15  80  56  80  82  29 162  15 139 162 139 102  68  56  15
  80  56  80  82  29  46  15 102  46 102  59 129  67 177]",[ 67 177 110   9  33  43 154 104]
"[ 99  56  38 126  56  43 171  76  21  37  76   2  42 145  76 139 126  76
  67 145 110  21 160 168  82 170  99 104 110 126  82 168]",[ 82   2 123 139  67  30 110  82]
"[  2 177  43 126 111  43  22 126  76  43 126   2  98 101 126  98 172 126
  22 153 126  21  16  42   2  16  56  42  76  16  22  42]",[ 16  99 170  25  99 170  25  99]
"[123 160 117  89  44 123 127  50  47 145  15  50  47  11 124 160 117  15
  18  99  97 145  15  99  97  37 100  15  18  97 105  89]",[ 17 165  89  44  97 105 165 152]
"[160  68 180 179  28  68  15  18  68 181  18 146  71  49 118 132 103  29
 159  60   1  49  29  49  29  49 116  29  71  49 116  29]",[172 103  29 161  49  71   5  60]
"[ 97  99  67  97  76  99  67  97  82 123  56  42  82 123  34 123  68 153
  42  68 153 123 125 153  42 153 123 153  42  20 123  20]",[ 20 123  20  42  20 123  20  42]
"[ 98 172 127 165  25 155  25 120  36  71  60   8 109  58 174 159  55  39
 174 159  55  39  49  51  16 120  49  51  55  39 174 159]",[58 60  8 29 71 60  8 77]
"[ 41 175 100 175  79 100 175 100 175 100 175  40 175 100 175  60 100 175
 100  40  40 175 100 175  85 175 100 175  61 100 175 100]",[ 79 175 100 175 175 100 175 108]
"[ 28 180  50  47  89  92 117  89  93  22  44  22  33  92 126  52 126  92
 126  92 126  52  57 126  44  92  93  22  93  92 126  52]",[ 92 126  92 126 162  52  93 126]
"[ 52  52  42 162  22 126 162 162 171  38   2 145  38  38 145  80 139 156
  80 164 148  38 139 132  38  38 132  80 139 156  80 142]",[169 162  50 169 169  50  76 162]
"[ 84 177 176  78  86  16 158  22  78  86  22  78 177 103 146  76 116 162
  22 146 116 177 103 146  76 116 162  22 146 116 112 120]",[120 112 120 112 120 112 120  10]
"[ 51   4 116 138   8 166 149  33  33 166 116  51 166  39   8 138 159  39
 138 116  51  51   8  25  25 170  25  30  39 138  26 138]",[ 30 138  51 170 116  30 136  39]
"[139 139  42  82 139  21 139  99 110  92 180 154 110 168 168 126 110 168
 142 168  42 110  99 160   9 110  67  67 126 110  67 139]",[ 99 110  92 180 154 110 168 168]
"[ 52  22  52 145  38 106 145  52 162  52 145  52 145  52   2 162  52 126
   2 106 126  52 162  52 126  52 126  52 162  52 126   2]",[126  52 162  52 126  52 126  52]
"[145  15 142 169  38 145 162  11  76  99 162  11 169  37 145  15 142 169
  38 145  74 124 162  11  80 126 142 145 122  52  38 169]",[124 162  11  80 126 142 145 122]
"[ 21 160  11 126 171 160  11  21 170 171 142 160  92 139 170 171 142 160
  92 170 171  57 160  92 170 171 160  92  21 126 169   2]",[ 92  46 126 169  76  37  92 126]
"[139   2   2 139   2  76  76 177   2  76 171 171  76 171 126  98  14 110
 117   9 110  67  67 177 110  67 139 139  67 139   2   2]",[139   2  76  76   2  76 171  98]
"[ 80 102  82 120 144 116 143 120 144 116 143 120 144 151  21  80  67 104
  73  95 140  46 147  21 168  59  21  13 139  59 104  38]",[ 80  67 164  46  21 102  59  76]
"[ 80 145 139  80  82 172  82  28 102  80  52 102  80 139 122  42 139 122
  38  46  11  56  46 139  50 142 139 102 171 102 124  80]",[ 11  80 139  99 122  30 157  56]
"[ 11 172  52 172  99 172  52 172 173  42 172  52 172   5  50 172  52 172
  80  50 172  52 172 126 168 172  80  52 142 172 122 126]",[ 52 172 122  50 172  52 172 122]
"[ 77  98  55  69  77  69  53 101  69 148  55 163  61 156  24  24 143  15
  97  91  25 174 174 172  91 174  53  69  98  87  55  22]",[ 87 119  97 101  53 151  97 130]
"[ 11  21  28 139  11  82  28  80  11  82  28  80  11 168  93  80  92 168
  28  21  92 122  28  21  92 122  28  76  92  56  28  76]",[ 56  28 172  92  22  28 172  92]
"[ 50  99  92  99  50 126  37  50 126 145  92 126 145 170 145 170  52  47
 170  52 169  92  52 169 171 169 171 169 180  22 171 169]",[171  22  76  46   2  21 117  67]
"[ 69  80 170 168  69 170  69  92  21  69  17  21  69  92  21  69  37 142
  69  17 142  92  69  99 142  50  69  92  21  69  99  21]",[ 69  17  21  37 179  89  21 179]
"[142 168 116  82 154  71 164  82 168 142  38  56  22 120 169 162  21 142
 120 102 104 120 102 154   8  59 102 142  46 162 169 162]",[ 71 142 168  82  46 120 142 102]
"[172  76 169  76 172  76  99 170 172  76  99 170  98 172  76  69  25  76
  91 109  76  25  76 143  76  99 145 169  76  99 145  91]",[ 76  24  99 145 174 169  76  22]
"[120  18  44  18  44  18  44  18  44  71  18  44  18  44  18  44  18  44
  51  18  44  18  44  18  44  18  44 120  18  44  18  44]",[44 18 44 90 18 44 18 44]
"[ 47  60  40  55  60  40  60  40 130  40 100  40  47 100  47  40 129  55
  29  40 143  40 143 143 136 100 136  15 100  15 136 143]",[144 136 144 136 143  64 153  28]
"[ 20 120  20 120  20 120  20 120  20 120  20 120  20 120 125  68 120  75
 120 125 125 120  68 125  75  68  13  71  13  71  13  71]",[71 13 71 13 71 13 71 68]
"[ 89  46  69  46  46  28  76  46 130   2  46  79  58  58  59  67  37 102
 169 102  87 102 169 102  37  67 154 169 104 135 110  59]",[ 67  67  37 102 169 102  87 102]
"[126 160  99 180 160  99 126 180 160  99 126 180 160  99 126 180 160  99
 126 180 160  99 126 180 160  99 126 180 160 103  12  68]",[160  34  11 126  12 180 160  11]
"[ 92 113  22 113  50 170  21  11 170 171  46 160 170 171 162  89 170 171
 162  47 170 171  22 170 171  22  92 170 171  92  97 170]",[171 180  92 126  52  92 126 170]
"[ 62  62  62  62  62 139  54 135 177 135 177 135 177 135 177 135 177 171
 127 125 150 125 150 125 150 125 150 125 150 171 150 125]",[ 22 150  16 150 171 150 125 150]
"[  8  43  89  43  89  43   8  44  66  44  66   8  43  44  43  44 138   8
  34  44  34  44  66   8  43  44  43  44  26  92   7  37]",[ 37  66 160 174  89 174  89  24]
"[ 11  50  11  28  99 155  97  28  17  28  97  28  97  28  17  28  97  42
 127 123  28  92  28 123  28 123  28  92  28 123  42 127]",[160 162 123  11  42 171  89  11]
"[ 52 169  92  52 169 171 169 171 169 180  22 171 169  92 171  22  76  46
   2  21 117  67 168 139  43 142  21   2  46  76  22 113]",[  2  46   2  21 142 139 168   2]
"[169 143  37 169  17 143  37  15 169  97 143  37 169 145 143 145 169 143
 169 143  99 169 169 172 169 145  99 169  38  38  37  17]",[ 15  97  76  37 145 142 145  21]
"[ 18  57 165 117  93  42  18  99  57  42  18 145 117 126  93  42  18  52
 165 145 117 126  93 172  97 171 124  52 165 171 124 169]",[171 124 162 117  22 100 162 117]
"[ 99 126  43 180 160  99 126  43 126  36 126  98 126 135  43 126  34 180
 160  78  99 126  43 180 160  99 126  43 126  36 126  98]",[160  99  97 180 160  99 160  97]
"[  2 106 126  52 162  52 126  52 126  52 162  52 126   2 124 160 171 170
  46 171 170 162  89 170  50 171 170  42  56 153  42  52]",[52 42 52 42 52 22 52 42]
"[ 54 117 162 160 139  99  54  88 175  54  62 127 117  62 123  56 127 127
 105 150 127 123  42  56 127 157  57  44 131  76  93  22]",[168  57 138  44  93  45  54 117]
"[129  29  49  49  29  49  29 109 131 109 131 109 131  69 144  34 118 162
  55  55  40  55  40 165 165 165 173 165   7 165  81  47]",[ 47   5  47   5  47 123  79 124]
"[ 51  19 120  33 112  71 117 124  15 160  17  11  99 145 120  52 171 116
 172  22 120 162  22  71 162 172  51 162  76 159  46   2]",[ 38   2  51  38  21 120  38  46]
"[ 47 144 155  47 144  17  49  42 144  11 129  28 131  17 129  37 100 129
 175 100 124 162 100  93 143  18 143  11 106 126 143 145]",[143  18  15 143  11 106  50 143]
"[ 43  89  66  97  66  97 101  37  51  97  51  97 160  51  97  51  97  51
 160  34 161  34 161  34 161  34 161 131  39 131  34 131]",[131  34 125  64 125  64 125  64]
"[ 93  52 155 127 129 181 129  28 131  92 129  11 124 129 181 124 129  28
   3  17 129  37  40 180 179  28  40  15  18  40 181  18]",[ 71  49 118 132 143  91  49  55]
"[123  97 123 146  15 180 123  28  15 180  17 160  28  62  42  99  42 126
 145  52  56 146  76 146  56   2 146  56 146  76  38 160]",[  2  56 139 136 122  38  80 139]
"[127  93  18  57 165 117  93  42  18  99  57  42  18 145 117 126  93  42
  18  52 165 145 117 126  93 172  97 171 124  52 165 171]",[169 113 171 124 162 117  22 100]
"[ 24 129  58  55  40 156  24 156  24  75  55  75  58 156  24 129  58  55
  40 156  24 156  24  75  55  75  58 156  24  75  55  75]",[156  24 156  24  75  55  75  58]
"[ 36  49 144  60 144  60 144  60 144  60  50  40  60  40 100  40  47 100
  47  60  40  55  60  40  60  40  60  40 100  40  47 100]",[ 60  40  47 100  60  40  60  93]
"[ 28  47  79  37  47  99  47  55  11  47  79  37  47 144 155  47   5  28
  47   5  17  47  99  47  79  40 108  40  40 100  37  40]",[37 40 50 37 40 11 37 98]
"[ 22  22  45   2  22 169  22   2 117 139   2  76  76 177   2  76 171  76
  67 117 110  67 139 139  67 139   2 139  82 123 104  82]",[139 150  82 139  21 139 110  57]
"[180  17 160  28  62  42  99  42 126 145  52  56 146  76 146  56   2 146
  56 146  76  38 160 146   2  56 139 136 122  38  80 139]",[ 67  43 168 139  62 127 105 127]
"[ 24  24  71 156  58  24  71 156  51  76  90 156 159  24  58 151 174 151
 174  91 174  89 101  24  91 174  91 174  89  36  33   5]",[  5 120  60 161 144 159  60 161]
"[ 48 180  37  42  37 180  37 180 181  37  48  42 127  37 181 180  48 126
  54 180 160  11 160 180 160 180 160  11 160 180 171  94]",[ 94  11  94  50  94  11 160  94]
"[ 50 170  47  89  89  37 135 147  69   0 158 167  55  24 121  78 176 157
  62  10  60  19  69  21 114 122  86  86  84  86  98  78]",[169 126  50  25  50   6  99  42]
"[ 44  89 157 117  89 157 123  89 135  54  28 174  93  28   3 117  28  43
  97  28  42 127 123 125  44 123 125 117 123 125 123 123]",[152 123  88 165 123  94 135  54]
"[113 162  22 171  20  52 170 126  50 170 171 113 162  22 171  20  52 170
 126  50 170 171 113 162  22 171  20  52 170 126  50 170]",[113  20 162  46 162  46  21  46]
"[113 148  48  44 148 113 170  76  48  44  22 113  69  48  44  69 113 126
 169  48  44 170 113  25  48  44  25 113 126 169  48  44]",[113  25  48  44  25 113 126 169]
"[ 67 110  67 139 139  67 139   2   2 139   2  76  76   2  76 171 171  76
 171 126   2 126 139   2  76  76  99   2  76 171 171 160]",[171 126 126 180 171 126  99  99]
"[ 80  63 142 122  53  38  80  88   5 122  80  88 122  46   5  56 162  55
  46 142  79 122  38  79  46  56  55 162 172 144  88  35]",[144  35  73  88  35 164  36  35]
"[144 144  47 144 144  17 144  30 144 144  88 123  17 143 143 143 123  81
  81  17  81 149 143  81  10 165  17  10 143  10 165  10]",[ 17  10 143  10  47  17   5 144]
"[116  28  92  39 123  92  44  11  82  90 123  11 160  11   9  90 123  11
  44  11 103 123  11   8 160  11  90 123  11  93  92  56]",[123  92  28  92 122  39 123  92]
"[135 176 135 176 135 176  66   8  66   8  45  58  33 177 176 125 157 125
 157 125 157 150 157 150 157 150 157 125 116 125 116 173]",[173 161 150 116 131 159 131 159]
"[ 69  99 142  50  69  92  21  69  99  21  92  69  17  21  37 179  89  21
 179  89  21 179  89  21 179  28  80 179  52  80 179  52]",[ 78 169 168  78  37  80  78  37]
"[124  38  97  21 124 142 113  99 165 170 172  76  17  21  89  80  97  67
 165 104  44  73 105  95 152 108 108  74  74  38 169 122]",[142 145  80 126  42  11 162 172]
"[107  30 157 107  30 157 160 103  99  62 157 177 103 160 103  99  62 157
 177 103 135 103 172  62 157 177 103 106 162 112 132 170]",[171 153 157 125 157 170 157 171]
"[145  42 145  92  21 145  38  42  46 145  56  92 145  42 145  56  17 145
  42 145  56  37 145  42 145  37  46 145  56  42 162 145]",[ 37 145  42 145 153  28 145  42]
"[158  46  56 148 162 172  29 162 172 136 136  10  17  11  10  42  52 136
 145  42 136  11  17  70  17  70  11  17  96 160  17  96]",[ 17 112  11  42 112  50  52  96]
"[113  37 100  92 113  17 165  37 100  17 165  92 113  37 100  92 113  37
 100  83 165  18 152  18 165 152 165 152 165  18 152  18]",[152 165 152  92 113  17 165  37]
"[120 155 120 155  71  18   8  44  89  44  89  44  89  44  89  44  37 100
  17 165 159 159 159 159  90  90 116 116 120 120  10  10]",[10 10 10 72 71 72 71 72]
"[ 37 120  17  92  33  11  99   8  11  99 120  92  99  39  50 126  51 145
 170 120 145 170  33 169 170  51 126  50 120 170 126   8]",[ 99 120 170 126  39  50  99  51]
"[151  67  80 133  76  76  89  67  80 151  76  76 151  67  80 151  76  76
 151  67  21  91 104  21 151 104  59  61  21  21  89 104]",[151  21  21 151 104 122 151  35]
"[ 21  22  46 172  46 171  46 172   8  60  76 172  76 172  76 172   8  76
  50 169  22  46  76  22 169   8  22  99 170 172  76  22]",[ 52   8 172  99 145 169 113  22]
"[ 12  11 126  78 180 160 176  11 126  33 180 160  11 126  68 126  36 126
  68 126  84  34 180  37 136  92 126  12 180  37  92 126]",[ 37  92 126  42 126  11 126  12]
"[ 50  57  99   2 126 169 105  76  46  50 170  44  22  76 126 170  23 172
  22  92  50 113 170  52  97 126  99 180  52 170  47  50]",[ 92 172  22  89 170  22  47  46]
"[152 127  81 152 144 155 165  49 155 144 152 155 152 155 165 155  88 152
 155 152  81 181 155 105   5   5 105 155 105  88 152 155]",[ 81 181 155 105   5   5 105 155]
"[ 51 103 103  39 103  58  39 161  39  58  58 177  58   8 177  71 177   8
 161  79  79 120  79  33   8  79  58 103 177 177  51 120]",[ 33   8  79  58 120  79  33   8]
"[ 42 162 126 162  71 103  88 107 132 146 162  38 161   2  22   2 118  56
 162  12  90  39 159 103  15  11 103 103 103  15  11 103]",[103  28  90  11 159  11  11  92]
"[ 49  56  18  29  49  56 181 157 132  46 132 158 132 158 132 158 132 158
  46 132 158 132  46 181 158 132  46  18 158 132  38  57]",[ 12   2  12 176  12 176  12 176]
"[116  56  70 106  70 106  70 106 158  71 158  71  72  71  71 158  71  29
 159  29  49  29  49  80  52 168  50 102 169 168 102 164]",[110 164 154  38 154  42  35 164]
"[ 99  89  17  99  21  80  89  17  99  80  21  89  17  99  21  76  89  17
  99  76 172 180  17  99 172  22  47  92  99  22 169  15]",[ 99 169  76  89  17  99  21  76]
"[170  76 172  17  99  18  22 171  44 117  22 169 124  97 171 170  89  65
  37  52 126 160  97  44   6 170  42  14 111 126  99 111]",[ 92 143  42  92  42 160 117  89]
"[ 53  38  46 144  38  88  46  38 144  46  38  88  46  50  47 145  15  52
  28 162  11 172  17  52  28 145  15  50  47 145  36  52]",[145  52  36 145  52  53 145 145]
"[161  58 159  39  39  39 116 116 159 159 159  51  51  90 120  58   8  71
  51  90 159   8  71 120  58  51  58  58  58 120  58  71]",[  8 103  71 120 159  51  90 159]
"[168 142  98 168  38 133 142  21 125 170 169 171  22  76 105  99  97  76
 105  99  97  76 105  99  97  98 105 125  97 143 125 105]",[143  97 105  97  76 105  99  97]
"[168 126 169  22 139  43 126 171  76 171 126   2  76 171 171 160  76   2
  99   2 126  22 169   2 126  22 169   2 126  76 171  22]",[  2 142 139 170   2 171 139  46]
"[170  21 179 170 122 179  52  35 179  52  35 179  52 154  78 169 142  78
 169 142  78 169  80 135 170 119 135 154 170  73 135 170]",[ 69 170 101  69  80 170 168  69]
"[116 138 116  18  51  51  44  33 159 128  39 113  30 128 138 116 116 127
 150 150 116  33 116 116  93   4   4  22  92 155  39  39]",[166  74  90  18  51 116   8  44]
"[162 169 172 170 162  76 162  99 172 169 170  17 145 126 145 160  28  15
 180 123 124  11  17  42 126 145 160  52  28 171  15 172]",[123 124  11  17  42 126 145 160]
"[ 47 174 180  44  89  89 174  44 180  89  89 174  44 180  89  89  16  44
  47  89  25  97 170  39  47 113  89  89  86 180  37  37]",[ 47  89  89  87 117  47  89  89]
"[156 105  37 169  61 132 105 153 105 155  11 171 181 145 124  11 162 146
 181 181 107 127 107 181 124  11 162 107 181 181 127  29]",[124  11 162 179  52 181 146 181]
"[ 46 181 158 132  21 155  87  60 122  60 144  60 144  60 144  60 144 122
  60 144  60 122 155 144  60 122 155 144  60 122 152 131]",[142 152  36  49  36  49  36  49]
